provider_id,provider_name,system_family,indicator_id,indicator_value,evidence_url,evidence_excerpt,coder_email_or_id,date_coded_utc,last_reviewed_utc
openai,OpenAI,GPT-4o / o1 / o3 / GPT-4 family,TRA3,No,https://openai.com/index/gpt-4o-system-card/,License/terms listed: OpenAI Terms of Use,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
openai,OpenAI,GPT-4o / o1 / o3 / GPT-4 family,TRA4,Unknown,,,,,
openai,OpenAI,GPT-4o / o1 / o3 / GPT-4 family,TRA5,Yes,https://platform.openai.com/docs/changelog,OpenAI maintains public release notes / changelog for API and models.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
openai,OpenAI,GPT-4o / o1 / o3 / GPT-4 family,TRA6,Unknown,,,,,
openai,OpenAI,GPT-4o / o1 / o3 / GPT-4 family,TRA7,Unknown,,,,,
openai,OpenAI,GPT-4o / o1 / o3 / GPT-4 family,TRA8,Yes,https://openai.com/index/safety-update-disrupting-deceptive-activity/,"OpenAI reports on incidents and mitigations (e.g.,takedowns of deceptive influence operations).",[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
openai,OpenAI,GPT-4o / o1 / o3 / GPT-4 family,TRA9,Unknown,,,,,
openai,OpenAI,GPT-4o / o1 / o3 / GPT-4 family,TRA10,No,https://openai.com/open-models/,"OpenAI offers some open‑weight models,but GPT‑4/4o/o1 family weights are not open.",[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
openai,OpenAI,GPT-4o / o1 / o3 / GPT-4 family,ACC1,Yes,https://bugcrowd.com/openai,OpenAI runs a vulnerability disclosure / bug bounty program via Bugcrowd.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
openai,OpenAI,GPT-4o / o1 / o3 / GPT-4 family,ACC2,Yes,https://openai.com/transparency-and-content-moderation/,OpenAI describes an appeals process for enforcement actions and content moderation decisions.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
openai,OpenAI,GPT-4o / o1 / o3 / GPT-4 family,ACC3,Yes,https://openai.com/security-and-privacy/,OpenAI states SOC 2 Type 2 and other certifications for business products and API.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
openai,OpenAI,GPT-4o / o1 / o3 / GPT-4 family,ACC4,Unknown,,,,,
openai,OpenAI,GPT-4o / o1 / o3 / GPT-4 family,ACC5,Unknown,,,,,
openai,OpenAI,GPT-4o / o1 / o3 / GPT-4 family,ACC6,Unknown,,,,,
openai,OpenAI,GPT-4o / o1 / o3 / GPT-4 family,ACC7,Yes,https://openai.com/policies/data-processing-addendum,OpenAI offers a Data Processing Addendum for customers.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
openai,OpenAI,GPT-4o / o1 / o3 / GPT-4 family,ACC8,Yes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,Users can disable chat history & training; business/API offer zero-data-retention and audit logging controls.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
openai,OpenAI,GPT-4o / o1 / o3 / GPT-4 family,ACC9,Yes,https://openai.com/index/using-c2pa-content-credentials-for-our-photos/,OpenAI supports C2PA Content Credentials to indicate AI‑generated or edited media.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
openai,OpenAI,GPT-4o / o1 / o3 / GPT-4 family,ACC10,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),GOV1,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),GOV2,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),GOV3,1,https://support.google.com/gemini/answer/13575153,Gemini has in‑product feedback but lacks a public model issue tracker.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),GOV4,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),GOV5,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),GOV6,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),GOV7,Yes,https://developers.google.com/search/help/google-extended,Site owners can block Google‑Extended user agent to opt out of content being used for AI training.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),GOV8,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),GOV9,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),GOV10,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),INC1,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),INC2,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),INC3,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),INC4,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),INC5,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),INC6,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),INC7,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),INC8,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),INC9,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),INC10,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),TRA1,Yes,https://modelcards.withgoogle.com/assets/documents/gemini-2.5-pro.pdf,Google publishes model/system cards for Gemini models.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),TRA2,1,https://ai.google.dev/gemini-api/docs/models/gemini,Training data sources described at high-level/dataset list depending on family.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),TRA3,No,https://ai.google.dev/gemini-api/docs/models/gemini,License/terms listed: Google Terms; Gemma license,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),TRA4,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),TRA5,Yes,https://ai.google.dev/gemini-api/docs/models/gemini,Versioned releases available (GitHub/HF tags).,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),TRA6,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),TRA7,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),TRA8,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),TRA9,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),TRA10,No,https://ai.google.dev/gemma,Gemini weights are closed; open weights are provided separately under the Gemma family.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),ACC1,Yes,https://bughunters.google.com/,Google operates long‑running VRP/bug bounty programs including AI targets.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),ACC2,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),ACC3,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),ACC4,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),ACC5,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),ACC6,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),ACC7,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),ACC8,Unknown,,,,,
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),ACC9,Yes,https://deepmind.google/science/synthid/,Google DeepMind’s SynthID provides watermarking/provenance for AI‑generated media.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
google,Google (DeepMind),Gemini (Ultra/Pro/Nano/Flash),ACC10,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,GOV1,Yes,https://www.anthropic.com/news/the-long-term-benefit-trust,Anthropic’s Long‑Term Benefit Trust is an independent body with authority over board selection.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,GOV2,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,GOV3,1,https://support.claude.com,User support & feedback channels exist but there is no public issue tracker for Claude models.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,GOV4,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,GOV5,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,GOV6,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,GOV7,Yes,https://www.anthropic.com/news/updates-to-our-consumer-terms,"Users can opt out of using chats for training via privacy settings; consumer default is opt-in as of Oct 8,2025.",[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,GOV8,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,GOV9,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,GOV10,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,INC1,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,INC2,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,INC3,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,INC4,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,INC5,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,INC6,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,INC7,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,INC8,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,INC9,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,INC10,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,TRA1,Yes,https://www.anthropic.com/claude-3-model-card,Anthropic publishes model cards/reports for Claude 3.x/4.x models.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,TRA2,1,https://www.anthropic.com/claude,Training data sources described at high-level/dataset list depending on family.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,TRA3,No,https://www.anthropic.com/claude,License/terms listed: Anthropic Terms of Service,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,TRA4,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,TRA5,Unknown,https://www.anthropic.com/claude,No clear release/changelog page identified.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,TRA6,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,TRA7,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,TRA8,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,TRA9,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,TRA10,No,https://www.anthropic.com/claude-3-model-card,Claude family weights are not open.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,ACC1,Yes,https://hackerone.com/anthropic-vdp,Anthropic operates a vulnerability disclosure / bug bounty program on HackerOne.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,ACC2,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,ACC3,Yes,https://privacy.claude.com/en/articles/10015870-what-certifications-has-anthropic-obtained,"Anthropic lists SOC 2 Type II,ISO 27001,and ISO/IEC 42001 certifications.",[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,ACC4,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,ACC5,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,ACC6,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,ACC7,Yes,https://privacy.claude.com,Anthropic’s Privacy/Trust resources include DPAs for enterprise customers via Trust Center.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,ACC8,Yes,https://www.anthropic.com/news/updates-to-our-consumer-terms,Privacy settings allow opting out of training; retention defaults updated with control for consumers vs enterprise.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,ACC9,Unknown,,,,,
anthropic,Anthropic,Claude 3.x / 4.x Sonnet/Opus/Haiku,ACC10,Unknown,,,,,
meta,Meta,Llama 3.x,GOV1,Unknown,,,,,
meta,Meta,Llama 3.x,GOV2,Unknown,,,,,
meta,Meta,Llama 3.x,GOV3,2,https://github.com/meta-llama/llama-recipes/issues,There is a public GitHub issue tracker for Llama tooling and usage guidance.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
meta,Meta,Llama 3.x,GOV4,Unknown,,,,,
meta,Meta,Llama 3.x,GOV5,Unknown,,,,,
meta,Meta,Llama 3.x,GOV6,Unknown,,,,,
meta,Meta,Llama 3.x,GOV7,Unknown,,,,,
meta,Meta,Llama 3.x,GOV8,Unknown,,,,,
meta,Meta,Llama 3.x,GOV9,Unknown,,,,,
meta,Meta,Llama 3.x,GOV10,Unknown,,,,,
meta,Meta,Llama 3.x,INC1,Unknown,,,,,
meta,Meta,Llama 3.x,INC2,Unknown,,,,,
meta,Meta,Llama 3.x,INC3,Unknown,,,,,
meta,Meta,Llama 3.x,INC4,Unknown,,,,,
meta,Meta,Llama 3.x,INC5,Unknown,,,,,
meta,Meta,Llama 3.x,INC6,Unknown,,,,,
meta,Meta,Llama 3.x,INC7,Unknown,,,,,
meta,Meta,Llama 3.x,INC8,Unknown,,,,,
meta,Meta,Llama 3.x,INC9,Unknown,,,,,
meta,Meta,Llama 3.x,INC10,Unknown,,,,,
meta,Meta,Llama 3.x,TRA1,Yes,https://www.llama.com/docs/model-cards-and-prompt-formats/,Meta publishes model cards and responsible use docs for Llama 3.1.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
meta,Meta,Llama 3.x,TRA2,1,https://ai.meta.com/llama/,Training data sources described at high-level/dataset list depending on family.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
meta,Meta,Llama 3.x,TRA3,No,https://ai.meta.com/llama/,License/terms listed: Llama 3 license,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
meta,Meta,Llama 3.x,TRA4,Unknown,,,,,
meta,Meta,Llama 3.x,TRA5,Unknown,https://ai.meta.com/llama/,No clear release/changelog page identified.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
meta,Meta,Llama 3.x,TRA6,Unknown,,,,,
meta,Meta,Llama 3.x,TRA7,Unknown,,,,,
meta,Meta,Llama 3.x,TRA8,Unknown,,,,,
meta,Meta,Llama 3.x,TRA9,Unknown,,,,,
meta,Meta,Llama 3.x,TRA10,Yes,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 weights are released for download under a community license.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
meta,Meta,Llama 3.x,ACC1,Yes,https://bugbounty.meta.com/,Meta runs a long‑standing bug bounty program.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
meta,Meta,Llama 3.x,ACC2,Unknown,,,,,
meta,Meta,Llama 3.x,ACC3,Unknown,,,,,
meta,Meta,Llama 3.x,ACC4,Unknown,,,,,
meta,Meta,Llama 3.x,ACC5,Unknown,,,,,
meta,Meta,Llama 3.x,ACC6,Unknown,,,,,
meta,Meta,Llama 3.x,ACC7,Unknown,,,,,
meta,Meta,Llama 3.x,ACC8,Unknown,,,,,
meta,Meta,Llama 3.x,ACC9,Yes,https://about.fb.com/news/2024/02/labeling-ai-generated-images-on-facebook-instagram-and-threads/,Meta labels AI‑generated images using metadata (C2PA/IPTC) across its platforms.,[anonymous@anonymized.example],2025-10-06T22:51:12Z,2025-10-06T22:51:12Z
meta,Meta,Llama 3.x,ACC10,Unknown,,,,,
databricks,Databricks,DBRX,GOV1,Unknown,,,,,
databricks,Databricks,DBRX,GOV2,Unknown,,,,,
databricks,Databricks,DBRX,GOV3,0,https://www.databricks.com/blog/introducing-dbrx,No public issue tracker; feedback limited to support channels.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
databricks,Databricks,DBRX,GOV4,Unknown,,,,,
databricks,Databricks,DBRX,GOV5,Unknown,,,,,
databricks,Databricks,DBRX,GOV6,Unknown,,,,,
databricks,Databricks,DBRX,GOV7,Unknown,,,,,
databricks,Databricks,DBRX,GOV8,Unknown,,,,,
databricks,Databricks,DBRX,GOV9,Unknown,,,,,
databricks,Databricks,DBRX,GOV10,Unknown,,,,,
databricks,Databricks,DBRX,INC1,Unknown,,,,,
databricks,Databricks,DBRX,INC2,Unknown,,,,,
databricks,Databricks,DBRX,INC3,Unknown,,,,,
databricks,Databricks,DBRX,INC4,Unknown,,,,,
databricks,Databricks,DBRX,INC5,Unknown,,,,,
databricks,Databricks,DBRX,INC6,Unknown,,,,,
databricks,Databricks,DBRX,INC7,Unknown,,,,,
databricks,Databricks,DBRX,INC8,Unknown,,,,,
databricks,Databricks,DBRX,INC9,Unknown,,,,,
databricks,Databricks,DBRX,INC10,Unknown,,,,,
databricks,Databricks,DBRX,TRA1,Yes,https://www.databricks.com/blog/introducing-dbrx,Model card available on model hub/repo.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
databricks,Databricks,DBRX,TRA2,1,https://www.databricks.com/blog/introducing-dbrx,Training data sources described at high-level/dataset list depending on family.,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
databricks,Databricks,DBRX,TRA3,No,https://www.databricks.com/blog/introducing-dbrx,License/terms listed: Databricks Open Model License (Dbrx-OML),aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
databricks,Databricks,DBRX,TRA4,Unknown,,,,,
databricks,Databricks,DBRX,TRA5,Yes,https://www.databricks.com/blog/introducing-dbrx,Versioned releases available (GitHub/HF tags).,aipi_coder_gpt5pro,2025-10-07T01:14:31Z,2025-10-07T01:14:31Z
databricks,Databricks,DBRX,TRA6,Unknown,,,,,
databricks,Databricks,DBRX,TRA7,Unknown,,,,,
databricks,Databricks,DBRX,TRA8,Unknown,,,,,
databricks,Databricks,DBRX,TRA9,Unknown,,,,,
